age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,purchase
24,blue-collar,married,tertiary,29113,no,yes,cellular,12,aug,2522,38,5,nonexistent,no
45,services,married,tertiary,15673,no,no,telephone,29,apr,3311,13,8,failure,no
68,unemployed,divorced,secondary,47655,no,yes,telephone,13,nov,3898,40,5,nonexistent,no
75,unemployed,married,unknown,29877,yes,no,telephone,20,jul,2049,12,0,failure,no
22,management,divorced,secondary,33865,no,yes,cellular,13,dec,154,23,5,nonexistent,no
22,technician,single,secondary,44356,yes,yes,telephone,14,nov,3969,46,8,success,no
25,unemployed,divorced,tertiary,16531,no,no,telephone,10,feb,3807,16,5,success,no
81,services,married,unknown,7657,no,yes,cellular,17,sep,3042,14,2,failure,no
27,admin.,single,primary,2520,yes,yes,cellular,17,jun,1980,16,1,failure,no
55,technician,married,tertiary,49049,no,yes,telephone,14,apr,2265,6,7,failure,no
25,housemaid,divorced,unknown,44109,no,yes,telephone,17,jun,455,36,1,failure,no
42,student,single,primary,34484,no,no,telephone,19,jul,423,24,6,nonexistent,no
90,entrepreneur,single,secondary,27577,no,yes,telephone,26,oct,2880,27,2,failure,no
83,blue-collar,single,unknown,45599,no,no,telephone,3,aug,1835,25,4,failure,no
67,blue-collar,married,secondary,28558,yes,yes,cellular,4,apr,1998,40,2,success,yes
84,admin.,single,secondary,39610,no,yes,cellular,11,sep,3317,36,2,nonexistent,yes
66,technician,single,unknown,27669,no,no,telephone,16,jun,554,29,6,nonexistent,no
53,management,single,primary,25838,yes,yes,telephone,29,jan,3726,31,6,nonexistent,no
85,services,single,unknown,-790,no,no,telephone,13,mar,3185,3,6,nonexistent,no
58,admin.,divorced,primary,32955,no,no,telephone,18,jan,1075,13,3,success,no
79,entrepreneur,married,tertiary,6058,no,no,cellular,11,jun,1164,4,7,success,no
27,unemployed,married,tertiary,47520,no,yes,cellular,11,jun,712,11,8,success,no
38,management,single,tertiary,41304,no,yes,telephone,9,jul,3862,48,0,success,no
53,student,divorced,secondary,30699,no,no,telephone,26,jan,765,15,6,nonexistent,no
29,management,single,tertiary,9463,yes,no,cellular,25,jan,2449,2,7,nonexistent,no
19,admin.,married,secondary,843,yes,yes,cellular,26,may,2118,15,1,success,no
30,housemaid,married,primary,12335,no,yes,cellular,23,may,2727,6,5,nonexistent,no
70,admin.,married,unknown,17834,no,no,telephone,2,jan,2875,47,4,success,no
49,admin.,single,unknown,25727,no,yes,telephone,3,jul,1102,13,3,failure,no
33,admin.,single,secondary,4644,no,no,telephone,14,jul,303,35,3,failure,no
49,management,divorced,secondary,43314,no,yes,cellular,16,jun,1476,44,9,success,no
49,admin.,divorced,secondary,40596,yes,no,telephone,8,jul,104,44,5,nonexistent,no
28,technician,married,primary,28239,no,yes,cellular,25,dec,769,49,0,failure,no
27,management,married,primary,18244,yes,yes,cellular,16,jun,267,40,0,failure,yes
32,unemployed,divorced,tertiary,15528,no,yes,telephone,4,oct,3650,13,3,failure,no
34,technician,married,tertiary,38428,yes,yes,cellular,9,feb,3344,12,2,success,no
57,entrepreneur,divorced,unknown,-1983,yes,no,cellular,4,may,2265,16,4,failure,no
35,unemployed,single,tertiary,44388,yes,yes,telephone,13,jul,403,43,9,nonexistent,no
72,student,married,primary,3999,yes,no,telephone,2,feb,2598,41,9,success,no
90,blue-collar,married,primary,16040,no,no,cellular,23,may,743,20,4,success,no
42,management,divorced,primary,10397,no,no,telephone,25,mar,989,40,0,failure,no
76,blue-collar,single,primary,43386,no,yes,cellular,18,sep,499,13,4,failure,no
39,management,married,unknown,48748,no,no,cellular,24,oct,3243,34,5,success,no
47,unemployed,married,unknown,32055,no,no,telephone,22,jan,465,19,3,nonexistent,no
61,student,divorced,primary,14651,yes,no,cellular,25,jul,2027,45,9,success,yes
49,services,single,secondary,31202,no,no,cellular,5,oct,2155,27,1,success,no
68,services,divorced,tertiary,49187,yes,no,cellular,17,apr,182,29,9,success,yes
63,technician,single,unknown,33265,no,yes,cellular,21,dec,2696,19,8,nonexistent,no
38,admin.,single,secondary,37208,yes,yes,telephone,10,may,1538,43,8,success,yes
49,admin.,divorced,tertiary,36805,no,yes,cellular,23,jan,1645,27,8,failure,no
56,services,divorced,secondary,38574,yes,yes,telephone,27,may,592,2,8,failure,yes
29,unemployed,single,primary,32381,yes,yes,cellular,30,nov,2755,40,9,nonexistent,no
64,student,divorced,tertiary,39678,no,yes,telephone,23,aug,1367,39,6,failure,no
35,technician,married,secondary,42938,yes,no,telephone,4,jun,2653,1,1,nonexistent,yes
38,unemployed,married,unknown,21548,yes,no,cellular,26,feb,3310,14,6,failure,no
30,admin.,married,unknown,46524,no,no,cellular,6,feb,810,8,0,success,no
38,technician,married,unknown,49383,yes,yes,telephone,22,nov,872,27,5,nonexistent,no
25,blue-collar,married,tertiary,45515,yes,no,cellular,27,sep,1283,33,5,failure,no
63,retired,divorced,primary,42632,no,no,cellular,26,dec,1642,31,4,success,no
24,entrepreneur,single,primary,20847,yes,yes,telephone,10,jan,3427,30,6,nonexistent,yes
40,technician,divorced,tertiary,23316,yes,yes,cellular,17,dec,739,25,2,nonexistent,no
92,admin.,married,tertiary,3695,yes,yes,telephone,5,feb,391,49,6,failure,no
39,unemployed,married,primary,11637,yes,yes,telephone,7,aug,3004,36,5,failure,no
39,blue-collar,divorced,unknown,11878,no,yes,cellular,5,jun,3273,38,2,success,no
46,entrepreneur,divorced,primary,35280,no,no,cellular,8,mar,2223,1,5,nonexistent,yes
30,entrepreneur,single,primary,38728,no,no,cellular,1,mar,985,31,0,success,yes
19,technician,married,secondary,43937,no,yes,telephone,25,nov,21,35,1,success,no
46,entrepreneur,divorced,unknown,2886,no,yes,cellular,2,sep,3272,21,9,failure,no
69,blue-collar,single,tertiary,1771,no,yes,telephone,16,feb,458,34,3,failure,no
44,student,married,primary,28647,yes,yes,cellular,8,oct,197,17,4,failure,no
67,unemployed,married,unknown,36672,yes,yes,telephone,21,may,3357,9,2,failure,no
40,technician,married,tertiary,44686,yes,no,cellular,26,jul,1538,29,3,nonexistent,no
61,entrepreneur,divorced,secondary,45193,no,no,cellular,15,jun,251,8,1,success,yes
94,student,married,secondary,13094,no,yes,telephone,23,jan,3403,19,7,nonexistent,no
39,unemployed,married,unknown,17896,yes,yes,cellular,11,dec,2587,47,4,success,yes
60,management,single,primary,23674,yes,yes,telephone,16,oct,467,6,0,nonexistent,no
54,student,divorced,tertiary,42765,no,yes,cellular,27,mar,3456,24,3,success,no
78,management,single,unknown,44346,yes,no,cellular,7,may,3584,6,9,nonexistent,no
73,management,divorced,secondary,25559,no,yes,cellular,17,dec,2831,40,1,failure,no
20,student,married,tertiary,22487,yes,yes,telephone,24,mar,2123,3,8,failure,no
80,entrepreneur,single,tertiary,9575,no,yes,cellular,29,mar,1497,31,4,success,no
36,management,divorced,primary,16228,yes,no,cellular,3,may,1102,31,5,success,no
40,entrepreneur,divorced,secondary,1924,no,no,cellular,29,aug,648,12,8,success,no
46,entrepreneur,married,secondary,46469,yes,yes,cellular,15,oct,3206,8,8,failure,no
47,unemployed,married,secondary,27097,no,yes,telephone,29,aug,1135,43,2,success,no
56,housemaid,single,tertiary,43938,yes,no,cellular,4,aug,3807,26,8,success,no
42,blue-collar,single,secondary,28509,yes,yes,telephone,3,jun,1411,26,3,failure,no
25,entrepreneur,divorced,unknown,19265,yes,no,cellular,11,sep,3231,15,0,nonexistent,yes
75,unemployed,single,secondary,14918,no,yes,telephone,2,may,520,13,7,success,no
33,retired,married,tertiary,38345,yes,no,telephone,7,oct,3487,22,1,success,yes
89,management,single,secondary,3730,yes,no,cellular,26,jul,3658,13,9,success,no
18,technician,single,secondary,6476,no,yes,telephone,15,jan,3077,46,3,failure,yes
22,entrepreneur,divorced,tertiary,38755,yes,yes,cellular,14,apr,3309,9,2,nonexistent,yes
20,student,married,secondary,8861,yes,no,cellular,21,jan,3670,24,8,failure,no
82,management,divorced,primary,23705,yes,yes,telephone,7,oct,1429,3,4,failure,no
21,management,married,tertiary,39463,yes,yes,telephone,17,feb,712,23,1,nonexistent,yes
81,retired,married,secondary,2141,yes,yes,telephone,10,jun,3734,12,3,failure,no
27,technician,divorced,primary,38704,yes,yes,cellular,18,jan,636,41,4,success,no
38,unemployed,single,unknown,27839,yes,no,telephone,14,sep,3589,44,5,success,no
63,retired,divorced,tertiary,20245,no,no,telephone,6,jun,3716,11,7,failure,no
44,blue-collar,single,secondary,16767,yes,no,cellular,29,aug,249,19,8,nonexistent,no
83,management,divorced,tertiary,16831,no,yes,cellular,22,oct,455,9,8,success,no
58,entrepreneur,divorced,primary,35572,yes,yes,telephone,19,oct,2116,37,0,nonexistent,no
30,entrepreneur,single,tertiary,45083,no,yes,cellular,10,aug,3972,10,0,nonexistent,no
26,retired,single,unknown,17653,no,yes,telephone,17,dec,3988,9,2,success,no
53,blue-collar,single,secondary,6568,yes,no,cellular,29,feb,1659,33,7,success,yes
75,services,divorced,unknown,40145,no,yes,telephone,19,feb,2651,13,4,success,no
71,admin.,single,primary,25855,yes,no,telephone,20,mar,2783,20,9,success,no
29,student,single,tertiary,37830,no,yes,telephone,17,nov,3850,44,5,success,no
31,student,single,secondary,12379,no,no,telephone,14,aug,333,11,7,failure,yes
51,services,married,secondary,847,no,yes,telephone,7,nov,2066,41,3,failure,no
70,management,single,primary,22042,no,no,cellular,19,aug,1548,29,8,failure,no
37,unemployed,single,primary,21830,yes,yes,telephone,24,may,465,47,9,success,no
92,technician,single,tertiary,22467,yes,no,telephone,29,feb,2834,13,3,nonexistent,no
33,services,married,secondary,31500,no,yes,telephone,7,nov,1371,44,9,failure,no
87,blue-collar,married,primary,38081,no,yes,telephone,12,apr,3406,14,9,nonexistent,no
73,entrepreneur,single,secondary,21620,yes,yes,cellular,30,apr,1823,9,4,success,no
75,admin.,single,tertiary,49851,no,yes,telephone,6,jul,622,42,5,success,no
21,management,single,unknown,43577,no,no,telephone,8,apr,2175,38,5,failure,no
21,admin.,single,primary,32926,yes,no,cellular,9,oct,2510,19,7,nonexistent,no
37,technician,married,tertiary,22195,no,no,cellular,18,jun,2464,42,8,nonexistent,yes
27,entrepreneur,single,unknown,42254,no,yes,telephone,10,nov,601,47,0,nonexistent,no
41,blue-collar,married,tertiary,26222,no,yes,telephone,25,feb,3214,8,2,nonexistent,no
43,student,divorced,primary,2619,yes,yes,cellular,26,feb,3566,18,6,nonexistent,no
54,technician,married,tertiary,49345,no,yes,telephone,21,dec,2549,34,2,success,no
71,services,divorced,secondary,8503,no,no,telephone,16,nov,2608,36,4,nonexistent,no
38,student,married,primary,30287,yes,no,telephone,17,may,524,9,3,nonexistent,yes
91,student,married,secondary,18428,yes,no,cellular,1,jan,2595,16,4,nonexistent,no
55,blue-collar,married,tertiary,-790,yes,no,cellular,7,feb,1024,5,2,failure,no
63,services,single,primary,9606,yes,no,telephone,22,mar,3345,15,2,success,no
21,retired,married,secondary,49138,yes,yes,cellular,26,sep,1502,24,9,failure,yes
77,technician,single,secondary,33938,no,no,cellular,30,sep,1085,47,7,failure,yes
74,unemployed,married,secondary,21857,no,no,cellular,9,jul,3035,44,2,failure,no
62,housemaid,married,unknown,16132,no,no,telephone,12,may,1742,48,7,failure,yes
37,entrepreneur,divorced,secondary,13558,no,no,cellular,1,feb,3471,43,4,failure,yes
34,blue-collar,married,secondary,47909,no,yes,cellular,26,feb,1927,39,0,success,no
88,entrepreneur,single,tertiary,-1082,yes,yes,cellular,10,aug,3236,25,1,nonexistent,no
21,technician,divorced,tertiary,23695,yes,yes,telephone,10,mar,2434,16,6,failure,no
31,services,divorced,tertiary,6897,yes,no,cellular,10,jul,2271,42,0,success,yes
20,unemployed,married,tertiary,20438,yes,no,telephone,7,jun,3487,22,1,failure,no
75,housemaid,married,unknown,19313,no,no,cellular,29,jun,3567,16,0,nonexistent,no
72,admin.,divorced,tertiary,42390,yes,yes,telephone,24,mar,2625,33,9,failure,no
21,unemployed,single,tertiary,861,no,yes,cellular,15,jun,2543,5,6,success,no
41,blue-collar,married,tertiary,32575,no,yes,cellular,10,apr,2612,7,1,nonexistent,no
51,entrepreneur,divorced,secondary,23975,yes,no,telephone,16,jan,1060,18,9,nonexistent,no
47,unemployed,single,unknown,649,no,yes,telephone,16,dec,1590,6,2,nonexistent,no
36,management,married,tertiary,2423,yes,yes,cellular,20,aug,1335,49,6,nonexistent,yes
48,services,divorced,secondary,48447,yes,yes,telephone,1,sep,3962,12,0,nonexistent,no
77,services,divorced,primary,40580,yes,no,cellular,27,mar,42,44,3,failure,no
77,management,married,unknown,33210,yes,no,telephone,11,nov,1160,33,6,success,no
36,student,single,tertiary,5639,yes,yes,cellular,29,jan,3571,34,1,success,no
66,student,single,secondary,595,no,yes,telephone,19,jan,1640,21,3,success,yes
80,technician,divorced,primary,19521,no,yes,cellular,18,jan,2853,18,8,failure,no
39,retired,single,primary,43974,no,yes,cellular,3,sep,2407,14,6,success,no
41,admin.,divorced,secondary,43132,yes,no,telephone,15,oct,2923,42,2,failure,no
93,management,married,secondary,48224,no,no,telephone,28,may,3702,30,2,nonexistent,yes
47,technician,single,unknown,2075,no,yes,cellular,6,mar,3162,46,3,nonexistent,no
75,entrepreneur,married,secondary,30241,no,yes,cellular,10,oct,2748,3,3,nonexistent,no
48,management,divorced,tertiary,7641,yes,yes,cellular,3,sep,713,13,7,success,no
81,retired,married,primary,18326,yes,yes,telephone,10,oct,2604,37,5,success,no
36,management,single,tertiary,32539,no,yes,cellular,29,sep,2477,19,5,success,no
65,retired,married,tertiary,48169,no,no,telephone,16,jun,2319,37,7,success,yes
62,retired,single,tertiary,34460,no,no,telephone,4,may,502,13,7,nonexistent,yes
72,retired,single,primary,23094,no,no,telephone,1,jan,742,15,7,failure,no
72,services,single,primary,16735,yes,yes,telephone,22,jun,3267,26,0,failure,no
35,unemployed,single,primary,40095,no,yes,telephone,18,may,3209,6,7,success,no
80,services,single,secondary,17156,no,no,telephone,4,sep,279,27,4,nonexistent,yes
64,technician,divorced,tertiary,31679,no,yes,telephone,5,jul,210,12,2,nonexistent,no
92,services,married,unknown,7007,yes,no,telephone,21,mar,2881,48,6,failure,no
74,services,divorced,secondary,48125,yes,yes,cellular,4,may,1624,25,1,nonexistent,no
62,entrepreneur,married,secondary,40922,no,no,cellular,19,jun,3311,47,9,success,no
50,management,married,unknown,11377,yes,no,telephone,20,nov,930,16,9,nonexistent,yes
34,services,married,tertiary,-200,yes,yes,cellular,19,feb,1181,46,5,failure,no
87,housemaid,divorced,unknown,15192,yes,yes,telephone,3,jul,3572,16,3,failure,no
21,retired,single,primary,35901,no,yes,telephone,20,sep,223,3,0,success,yes
37,management,single,tertiary,39529,yes,no,telephone,13,oct,923,34,5,success,yes
64,student,divorced,secondary,-1031,no,no,telephone,25,sep,3717,24,2,failure,no
32,entrepreneur,single,primary,34847,yes,yes,telephone,25,may,1690,42,3,success,no
87,unemployed,married,primary,49031,yes,no,telephone,24,aug,2199,46,3,failure,no
64,entrepreneur,single,secondary,13601,no,no,telephone,20,sep,1571,23,7,failure,no
92,retired,single,unknown,45456,no,no,telephone,18,jun,753,30,6,success,yes
26,management,single,primary,34087,yes,yes,telephone,28,dec,1705,49,8,nonexistent,no
33,unemployed,married,primary,35473,yes,no,cellular,25,apr,1382,21,6,failure,no
86,admin.,single,tertiary,37379,no,yes,cellular,6,apr,2289,17,8,failure,no
78,blue-collar,single,tertiary,28655,yes,yes,cellular,24,mar,2500,18,0,failure,no
27,entrepreneur,single,secondary,13259,no,no,cellular,20,dec,1616,3,3,success,no
67,unemployed,divorced,secondary,-1613,no,no,telephone,24,sep,322,47,0,nonexistent,yes
20,technician,divorced,secondary,44753,no,yes,telephone,6,oct,210,12,5,success,yes
94,unemployed,single,unknown,38835,yes,no,telephone,6,nov,3349,16,1,failure,no
87,blue-collar,divorced,primary,43814,yes,no,cellular,22,nov,12,38,9,success,no
68,retired,divorced,secondary,489,no,yes,cellular,29,jun,362,14,8,nonexistent,no
36,management,married,tertiary,39475,yes,yes,cellular,25,aug,1176,27,3,success,no
59,admin.,divorced,primary,890,no,no,cellular,17,feb,146,18,3,success,no
52,technician,divorced,secondary,43100,yes,no,cellular,17,apr,2106,20,5,nonexistent,no
63,unemployed,single,primary,32210,yes,yes,telephone,5,feb,1205,35,4,failure,no
43,housemaid,married,primary,-1278,yes,no,telephone,17,nov,3674,17,5,failure,no
86,services,married,primary,6947,yes,yes,telephone,26,nov,1189,20,8,success,no
81,retired,married,secondary,33018,no,yes,cellular,9,mar,1030,6,5,success,no
54,entrepreneur,divorced,primary,49060,yes,yes,telephone,20,feb,1974,26,5,success,no
66,entrepreneur,single,primary,33354,no,yes,cellular,2,sep,1814,7,3,success,no
38,blue-collar,married,primary,39345,yes,yes,telephone,19,sep,2872,38,6,nonexistent,no
91,retired,married,tertiary,20510,no,no,cellular,9,jun,3102,12,3,failure,no
81,technician,divorced,secondary,37541,yes,no,telephone,27,dec,59,17,4,failure,no
22,student,married,unknown,9207,no,yes,cellular,8,jul,2232,21,3,success,no
87,admin.,single,tertiary,13073,yes,yes,telephone,19,may,2683,6,8,nonexistent,no
21,technician,married,primary,10647,no,yes,cellular,13,oct,1294,47,5,nonexistent,no
56,admin.,single,primary,6190,yes,yes,telephone,24,jan,784,37,9,success,no
52,management,single,unknown,34855,yes,yes,telephone,4,apr,1455,25,5,success,no
18,management,single,unknown,35846,yes,yes,telephone,6,apr,814,15,4,failure,yes
41,retired,divorced,tertiary,6142,no,no,cellular,4,dec,1372,11,8,success,no
74,retired,divorced,primary,24543,no,yes,cellular,11,aug,3570,9,4,success,no
87,entrepreneur,single,unknown,43260,yes,yes,telephone,21,may,425,4,7,failure,no
58,services,single,tertiary,33806,no,no,telephone,10,mar,3521,3,5,failure,yes
71,blue-collar,married,unknown,40032,yes,no,telephone,16,jan,1287,13,5,nonexistent,no
63,services,married,primary,24876,yes,yes,cellular,25,jan,3508,32,2,failure,no
77,technician,married,primary,12413,yes,yes,cellular,30,may,2636,6,8,success,no
77,entrepreneur,divorced,primary,-1232,no,yes,telephone,18,aug,1648,1,9,nonexistent,no
74,admin.,married,primary,25255,no,yes,telephone,25,sep,3948,42,2,success,no
